,Unnamed: 0,CaseOrder,Customer_id,Interaction,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,item1,item2,item3,item4,item5,item6,item7,item8
3471,3472,3472,J314399,f63f2cae-0b10-483c-864b-9da31cfc6295,Matthews,NC,Union,28104,35.0604,-80.69578,31085,Urban,America/New_York,Computer games developer,3.0,60,Regular High School Diploma,Retired,81905.71,Married,Female,No,10.59965,16,0,1.0,No,Month-to-month,Yes,No,None,Yes,Yes,No,Yes,Yes,No,No,No,No,Electronic Check,6.523366,147.8095,840.7474,3,3,3,3,4,2,4,4
3472,3473,3473,J843230,2e9b0757-9639-491a-b546-786fa3e2341e,Woodland,CA,Yolo,95695,38.6871,-121.8571,40857,Rural,America/Los_Angeles,"Scientist, audiological",2.0,23,GED or Alternative Credential,Unemployed,81939.38,Widowed,Male,No,5.137469,11,4,1.0,No,Month-to-month,Yes,No,None,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Mailed Check,6.477458,152.2345,1102.75,5,6,5,3,4,4,5,4
3478,3479,3479,T609106,0db324a5-582f-4a8f-9874-b8f8ad18c860,Reno,NV,Washoe,89519,39.48135,-119.859,8483,Rural,America/Los_Angeles,Soil scientist,3.0,87,"9th Grade to 12th Grade, No Diploma",Full Time,80780.17,Separated,Male,Yes,15.4494,10,0,0.0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Bank Transfer(automatic),6.038648,223.1311,1477.559,3,5,3,2,4,4,4,4
3491,3492,3492,I853175,0d1badcb-6142-4212-9c4f-6166fff7139e,Hagerstown,IN,Wayne,47346,39.93435,-85.16285,3945,Suburban,America/Indiana/Indianapolis,"Designer, television/film set",1.0,84,Bachelor's Degree,Unemployed,91355.72,Married,Female,Yes,18.69175,11,1,0.0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Bank Transfer(automatic),11.4264,203.7191,1145.984,5,5,5,3,4,4,3,2
3512,3513,3513,L19643,6c828183-571e-486d-a720-06b23718dd1a,Madison,WI,Dane,53726,43.06975,-89.42264,5334,Urban,America/Chicago,"Administrator, sports",2.0,53,Regular High School Diploma,Part Time,97691.33,Widowed,Male,No,9.013645,11,0,0.0,No,Two Year,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,No,No,Mailed Check,13.9749,137.4658,1400.209,3,4,2,3,4,3,3,4
3516,3517,3517,G890475,ff567c63-5d21-4cb1-9d16-c4e8bc0d0bf8,Haiku,HI,Maui,96708,20.85231,-156.2229,10243,Urban,Pacific/Honolulu,Psychiatric nurse,3.0,58,Regular High School Diploma,Full Time,142086.1,Divorced,Male,No,10.67969,9,1,0.0,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,No,No,Electronic Check,36.19603,180.1724,2196.794,4,4,3,2,5,4,3,3
3531,3532,3532,F25518,c6a4fb5e-d6c3-4b74-8568-c104169fff07,East Dorset,VT,Bennington,5253,43.25148,-72.9993,481,Suburban,America/New_York,Forensic psychologist,6.0,53,Nursery School to 8th Grade,Full Time,85194.69,Married,Male,No,7.033573,14,1,0.0,No,One year,No,No,DSL,Yes,No,No,No,No,No,No,Yes,No,Mailed Check,14.70766,125.9093,3382.424,3,4,4,2,3,4,5,5
3535,3536,3536,E338770,f0fa7c24-2d8e-4dbc-a053-fdcdf6bd2117,Mustang,OK,Canadian,73064,35.37519,-97.74554,23526,Urban,America/Chicago,"Engineer, maintenance",1.0,38,Nursery School to 8th Grade,Full Time,79280.36,Divorced,Female,Yes,41.36471,15,1,1.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No,No,Electronic Check,5.886852,200.3865,842.1932,4,4,2,3,3,4,3,5
3537,3538,3538,Z881348,1235654e-e6b7-40c9-979c-6a57e9d98b2c,Beedeville,AR,Jackson,72014,35.43264,-91.11132,51,Rural,America/Chicago,"Scientist, research (maths)",0.0,53,Bachelor's Degree,Part Time,103112.3,Married,Male,No,7.835923,9,0,1.0,No,One year,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Credit Card (automatic),7.281658,184.3321,1435.244,3,3,4,3,3,4,3,4
3539,3540,3540,B448076,cb4521b0-9e9e-4681-bf6a-f98b21b9ba33,Lexington,KY,Fayette,40502,38.01387,-84.48207,26797,Urban,America/New_York,"Education officer, community",0.0,72,Bachelor's Degree,Unemployed,98660.88,Divorced,Male,No,9.359187,15,1,2.0,No,One year,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,No,Credit Card (automatic),9.543016,167.0591,953.6135,2,3,3,3,3,4,3,2
3555,3556,3556,W301538,63ea68e5-7a09-4d36-a2d0-8c844d28d584,Ermine,KY,Letcher,41815,37.16152,-82.7974,1045,Urban,America/New_York,IT technical support officer,1.0,57,Associate's Degree,Full Time,125660.1,Widowed,Male,Yes,2.900698,11,1,0.0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Credit Card (automatic),16.08074,220.8106,3382.424,5,4,4,3,6,4,3,3
3557,3558,3558,U729467,3e05d96d-f2de-4ecc-8c26-28fa18986121,Rector,AR,Clay,72461,36.26527,-90.28512,3884,Urban,America/Chicago,Therapeutic radiographer,0.0,35,Regular High School Diploma,Full Time,84147.24,Widowed,Female,No,10.07044,8,3,0.0,No,One year,No,No,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No,No,Mailed Check,16.26349,126.6516,1537.706,3,3,3,3,5,3,3,2
3559,3560,3560,K405740,72e9e092-99cf-4d95-bfe1-192e67b96917,Boligee,AL,Greene,35443,32.75294,-88.01125,2157,Suburban,America/Chicago,Armed forces operational officer,1.0,87,Master's Degree,Retired,86105.44,Separated,Male,No,10.48246,15,0,0.0,No,Two Year,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,No,Yes,Electronic Check,36.19603,169.527,1074.116,2,2,2,3,3,2,3,3
3568,3569,3569,P308042,c8243196-b15c-43f1-8b8c-f05be5541261,Logansport,LA,De Soto,71049,32.01289,-93.96556,3503,Suburban,America/Chicago,Charity officer,4.0,43,Associate's Degree,Full Time,90112.25,Married,Male,No,12.28689,15,1,0.0,No,Two Year,No,No,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Electronic Check,8.631838,186.581,1745.55,4,3,4,3,4,5,4,3
3601,3602,3602,V465323,6913ce91-14fd-43f4-ace3-a02a71c29ef7,Millbrook,AL,Elmore,36054,32.48358,-86.36669,16080,Suburban,America/Chicago,"Lecturer, higher education",2.0,53,"9th Grade to 12th Grade, No Diploma",Full Time,125769.6,Widowed,Male,Yes,4.85334,7,0,0.0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Electronic Check,7.431055,172.3896,1283.019,1,2,1,5,1,3,4,2
3661,3662,3662,L485651,731e0c6c-853d-4dec-9b29-80d5560aacba,Ross,ND,Mountrail,58776,48.24281,-102.6139,207,Urban,America/Chicago,Mudlogger,1.0,67,"Some College, Less than 1 Year",Full Time,152972.9,Divorced,Female,Yes,10.05506,14,3,1.0,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Mailed Check,14.70737,164.4401,1905.72,3,4,4,3,5,3,2,4
3696,3697,3697,F330383,edab9229-4d27-40f0-9fe0-0568f2b8c444,New Milford,NJ,Bergen,7646,40.93369,-74.01956,16578,Rural,America/New_York,Environmental consultant,1.0,61,Regular High School Diploma,Full Time,78748.75,Never Married,Female,No,35.42747,15,1,0.0,No,One year,No,No,None,No,No,Yes,No,Yes,No,Yes,No,No,Electronic Check,1.671807,148.1382,514.2333,4,4,3,5,2,5,4,5
3703,3704,3704,Z606822,e6ee1f60-b38c-4be6-b179-1545bbcf52f7,Newark,CA,Alameda,94560,37.52038,-122.031,46276,Urban,America/Los_Angeles,Arts development officer,4.0,51,"Some College, 1 or More Years, No Degree",Full Time,85352.98,Separated,Male,Yes,12.1999,15,1,0.0,No,One year,No,No,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,17.18815,256.3108,2692.714,3,4,3,3,3,3,5,5
3714,3715,3715,Z888878,749b014f-298b-404d-91b9-0503f401c334,Lyons Falls,NY,Lewis,13368,43.63877,-75.27511,1063,Suburban,America/New_York,Therapeutic radiographer,1.0,47,Nursery School to 8th Grade,Part Time,84067.95,Separated,Male,Yes,7.38495,8,0,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Electronic Check,19.2087,192.0994,1928.362,3,4,2,3,4,1,3,2
3720,3721,3721,H958211,2634f4c3-c515-48c7-b9f4-e5d2dac229e4,Glenford,NY,Ulster,12433,42.00337,-74.15849,549,Suburban,America/New_York,Microbiologist,1.0,49,Regular High School Diploma,Full Time,99120.55,Separated,Female,Yes,9.225391,13,1,0.0,No,Month-to-month,Yes,No,None,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Bank Transfer(automatic),5.315954,231.9178,1163.645,4,4,5,4,3,4,3,4
3744,3745,3745,Z624812,fae94fd9-1a02-404c-a52f-7b9e78b8cef4,Milltown,NJ,Middlesex,8850,40.44724,-74.44011,8488,Suburban,America/New_York,Copy,3.0,58,Master's Degree,Unemployed,147682.0,Divorced,Female,Yes,5.21292,14,1,1.0,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Electronic Check,36.19603,161.3951,1626.329,4,4,4,3,4,4,3,3
3745,3746,3746,N275888,0ff246ac-ddcf-4387-9186-b8a52f1e6891,Westport,IN,Decatur,47283,39.1734,-85.58859,3227,Suburban,America/Indiana/Indianapolis,Education administrator,1.0,53,"Some College, 1 or More Years, No Degree",Student,114160.2,Divorced,Female,Yes,9.840929,13,0,0.0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Bank Transfer(automatic),15.49078,173.7925,2175.608,3,3,2,4,5,3,3,4
3751,3752,3752,W194911,ce47f2fc-7b70-4d3a-8ef7-18b4a9725677,Johnstown,PA,Cambria,15904,40.30342,-78.84492,15812,Suburban,America/New_York,Scientific laboratory technician,0.0,77,Regular High School Diploma,Part Time,96898.83,Married,Male,No,10.3957,14,0,0.0,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,No,Electronic Check,20.7012,171.2772,1918.089,4,4,4,3,4,4,5,3
3782,3783,3783,O818301,a53fc37f-fa46-49e5-8e73-8062d1a6811a,Carrollton,GA,Carroll,30117,33.58016,-85.13241,35575,Urban,America/New_York,"Biochemist, clinical",1.0,62,"Some College, 1 or More Years, No Degree",Full Time,172372.2,Widowed,Female,No,8.546084,14,0,0.0,Yes,Two Year,No,Yes,DSL,Yes,Yes,No,No,No,No,No,No,Yes,Electronic Check,36.19603,125.1262,1749.549,2,1,2,4,2,2,3,3
3786,3787,3787,R958596,f5f32b97-a717-4c2e-a220-8710198ff1d4,Blairstown,IA,Benton,52209,41.9067,-92.09937,1046,Urban,America/Chicago,Audiological scientist,0.0,40,Regular High School Diploma,Unemployed,97088.5,Never Married,Male,No,11.67438,15,0,2.0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,No,No,Mailed Check,11.69762,168.9612,1230.552,4,5,4,4,2,5,3,3
3792,3793,3793,I976769,39d49344-fad6-4a25-872a-c8c637f7b17c,Coplay,PA,Lehigh,18037,40.68217,-75.545,7875,Urban,America/New_York,Computer games developer,1.0,80,Master's Degree,Full Time,105302.4,Married,Male,No,16.8281,12,0,0.0,No,Two Year,No,No,DSL,Yes,No,No,Yes,No,No,No,Yes,No,Credit Card (automatic),10.92044,149.8727,1633.825,4,5,4,3,4,3,4,5
3794,3795,3795,R302701,585c7c49-ef92-4d95-bdb3-d5e2ffe4edac,Yanceyville,NC,Caswell,27379,36.3771,-79.34625,5601,Suburban,America/New_York,"Producer, radio",1.0,74,Regular High School Diploma,Unemployed,94926.96,Divorced,Female,Yes,12.27795,12,1,0.0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),2.002856,222.2949,729.4156,4,3,4,4,2,5,4,3
3798,3799,3799,S639183,60355200-a562-4767-a206-7cef231a746c,Wabash,IN,Wabash,46992,40.78605,-85.82911,16352,Urban,America/Indiana/Indianapolis,Quality manager,3.0,53,"Some College, 1 or More Years, No Degree",Full Time,131265.4,Widowed,Male,Yes,10.77744,14,0,0.0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),12.28371,287.2344,1873.85,5,5,3,4,4,4,3,4
3808,3809,3809,K861096,26e3fa59-c45c-4207-8321-1898d4807dea,Perryville,KY,Boyle,40468,37.63522,-84.98604,1747,Urban,America/New_York,Theatre stage manager,1.0,53,"Some College, 1 or More Years, No Degree",Student,80948.63,Married,Female,Yes,41.27535,15,3,0.0,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,No,Mailed Check,36.19603,226.0639,3382.424,2,4,4,3,3,3,2,4
3810,3811,3811,E202148,96986522-a0ac-4d29-bb1d-8a823d4d6cd7,King And Queen Court House,VA,King and Queen,23085,37.70648,-76.84128,678,Rural,America/New_York,"Scientist, research (medical)",5.0,80,Regular High School Diploma,Full Time,128906.6,Widowed,Female,Yes,7.685913,13,2,1.0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Electronic Check,2.357852,191.9218,606.0981,3,3,3,3,3,4,3,2
3839,3840,3840,J795176,136aed53-29cc-421a-bdab-88a134d69609,Columbus,OH,Franklin,43215,39.96636,-83.01286,14440,Rural,America/New_York,Information officer,4.0,69,Bachelor's Degree,Part Time,78568.26,Married,Male,No,41.33129,11,0,0.0,No,One year,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Mailed Check,12.31648,141.0605,1147.898,3,4,4,3,4,3,3,3
3845,3846,3846,A525577,6924e87d-634e-4934-ab20-e151be8624ba,Roma,TX,Starr,78584,26.57856,-98.98753,19270,Urban,America/Chicago,Tourist information centre manager,3.0,53,"Some College, 1 or More Years, No Degree",Full Time,138723.0,Married,Female,Yes,9.621777,15,1,0.0,No,Month-to-month,No,Yes,DSL,Yes,No,No,No,Yes,No,Yes,Yes,No,Mailed Check,1.20533,212.2666,1192.84,2,3,3,3,4,3,3,2
3852,3853,3853,Z476597,c44f00ab-841e-4553-9241-07f5375afdb4,Colrain,MA,Franklin,1340,42.68319,-72.71797,1808,Suburban,America/New_York,"Education officer, community",1.0,53,Regular High School Diploma,Full Time,104166.7,Married,Male,No,13.45187,11,0,0.0,Yes,One year,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Mailed Check,9.738632,142.6031,3382.424,4,3,4,3,4,4,5,5
3869,3870,3870,H108393,c0a71ddd-409c-4f9d-8873-15203a526b8e,Clifton,NJ,Passaic,7014,40.83149,-74.1355,4971,Urban,America/New_York,"Engineer, civil (consulting)",0.0,53,GED or Alternative Credential,Student,128728.3,Married,Female,Yes,5.891563,8,0,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Mailed Check,18.4468,274.7186,2046.091,3,4,2,3,3,5,4,4
3903,3904,3904,S109814,34f91f3c-acf9-40d8-be6d-8143d6716db9,Verona,WI,Dane,53593,42.98452,-89.57814,23247,Suburban,America/Chicago,Museum/gallery curator,4.0,53,Bachelor's Degree,Full Time,90902.55,Divorced,Female,Yes,9.130312,10,5,0.0,Yes,One year,No,No,None,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Credit Card (automatic),36.19603,143.5179,754.1267,4,3,3,4,3,4,5,5
3904,3905,3905,V79432,0a251d4f-2c13-4edf-9678-399d368a5c0f,Henderson,MI,Shiawassee,48841,43.11434,-84.237,768,Suburban,America/Detroit,"Editor, commissioning",1.0,75,Bachelor's Degree,Full Time,93343.17,Divorced,Female,Yes,12.38735,11,1,1.0,Yes,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,No,Mailed Check,7.495947,170.8077,826.3669,3,3,1,4,2,3,3,2
3912,3913,3913,I761104,69fffe43-7893-4e64-9bd7-226f2d7af0b0,Elwood,NE,Gosper,68937,40.59087,-99.88137,1554,Suburban,America/Chicago,Archaeologist,0.0,64,Regular High School Diploma,Retired,100860.9,Never Married,Female,Yes,11.24546,15,1,0.0,No,Month-to-month,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Electronic Check,21.29638,155.9767,3382.424,3,2,2,4,4,3,3,2
3915,3916,3916,I140648,be176eaf-1072-46a5-bd9e-c0a2a9d951b4,Philadelphia,PA,Philadelphia,19136,40.03972,-75.01894,34470,Rural,America/New_York,Retail buyer,1.0,22,Doctorate Degree,Full Time,85180.31,Divorced,Female,No,9.207117,9,1,0.0,No,Month-to-month,Yes,Yes,None,Yes,No,Yes,No,No,No,Yes,No,Yes,Mailed Check,17.22292,107.8883,1769.609,4,4,4,3,4,4,5,4
3917,3918,3918,K498495,e0e76229-7106-4f4a-b776-d50e93058978,Kerrville,TX,Kerr,78028,30.03422,-99.15819,40447,Urban,America/Chicago,Financial manager,1.0,56,GED or Alternative Credential,Retired,121668.3,Separated,Female,No,10.4002,14,0,0.0,No,One year,No,No,None,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Bank Transfer(automatic),4.629362,195.4555,801.1054,5,4,3,5,2,5,4,5
3921,3922,3922,M968197,d034230e-52d5-474d-a8ec-43b974613a4b,New Lexington,OH,Perry,43764,39.71066,-82.19149,8750,Suburban,America/New_York,Veterinary surgeon,2.0,52,Regular High School Diploma,Full Time,81482.8,Married,Male,No,3.086856,13,2,0.0,No,Month-to-month,Yes,No,None,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Mailed Check,4.655119,137.7408,843.1844,5,4,4,5,3,5,2,4
3923,3924,3924,A219935,b4b66e84-8b13-410a-a60a-fa313b60ed04,Cissna Park,IL,Iroquois,60924,40.55778,-87.88532,1485,Rural,America/Chicago,Tax inspector,2.0,64,"Some College, 1 or More Years, No Degree",Full Time,101628.9,Married,Male,Yes,39.6499,10,1,2.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Bank Transfer(automatic),2.567035,214.1268,717.8935,4,4,2,4,4,4,4,3
3927,3928,3928,N655882,2bd1c9fe-0037-4435-a643-08b412da31a2,Power,MT,Teton,59468,47.71024,-111.6216,624,Rural,America/Denver,Medical technical officer,0.0,63,"Some College, Less than 1 Year",Full Time,88741.41,Married,Female,No,13.55128,16,0,1.0,No,Month-to-month,No,Yes,None,Yes,No,No,No,No,Yes,No,Yes,Yes,Credit Card (automatic),4.422442,127.3197,479.3288,5,5,5,3,4,4,3,3
3928,3929,3929,Q164590,b4611012-bf57-4813-a71a-46853b52af7b,Green Valley Lake,CA,San Bernardino,92341,34.23479,-117.0659,203,Urban,America/Los_Angeles,"Therapist, art",1.0,77,"9th Grade to 12th Grade, No Diploma",Student,85485.94,Never Married,Female,No,10.58191,16,1,1.0,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,No,Bank Transfer(automatic),6.611696,203.1164,805.2131,3,2,3,4,3,4,4,3
3944,3945,3945,R734009,dda94369-faca-4923-bae2-9d290b0959a5,Altheimer,AR,Jefferson,72004,34.28205,-91.77952,1020,Rural,America/Chicago,Surgeon,0.0,31,"Some College, Less than 1 Year",Full Time,87147.55,Never Married,Male,Yes,10.25052,16,1,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Bank Transfer(automatic),4.008932,205.2662,880.3137,5,5,4,3,4,4,4,4
3953,3954,3954,W937828,29705855-df94-40a4-816d-40fe890c0da8,Diagonal,IA,Ringgold,50845,40.81871,-94.35237,861,Urban,America/Chicago,"Pilot, airline",1.0,19,"Some College, Less than 1 Year",Full Time,166553.1,Widowed,Female,Yes,15.70021,14,4,0.0,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Electronic Check,4.538742,142.7357,1368.093,4,2,3,3,5,1,3,3
3981,3982,3982,U88099,e12fefa7-9e06-43c3-89c2-f736f5bfd3cd,Itasca,TX,Hill,76055,32.16217,-97.15511,2703,Suburban,America/Chicago,Television/film/video producer,1.0,47,"9th Grade to 12th Grade, No Diploma",Student,93137.85,Widowed,Male,No,14.23086,16,2,2.0,No,One year,Yes,Yes,None,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Mailed Check,8.475773,150.284,1139.266,3,2,4,2,3,3,3,4
3985,3986,3986,Y275063,358359fd-20af-4dba-b6c2-f7505004a2d9,Houston,TX,Harris,77019,29.75322,-95.41028,21319,Suburban,America/Chicago,"Accountant, chartered public finance",3.0,76,"9th Grade to 12th Grade, No Diploma",Part Time,189938.4,Widowed,Female,Yes,6.1972,12,1,0.0,No,Month-to-month,Yes,No,None,Yes,Yes,No,No,No,Yes,No,Yes,No,Electronic Check,6.833364,157.9691,798.5571,4,5,5,2,4,3,5,3
3989,3990,3990,O575007,6f14a11d-da7f-425f-aa73-c1f0007d039a,Stover,MO,Morgan,65078,38.39063,-93.00787,4037,Urban,America/Chicago,"Nurse, adult",3.0,42,"Some College, Less than 1 Year",Full Time,116396.5,Never Married,Prefer not to answer,No,8.156214,12,0,0.0,No,Two Year,No,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Bank Transfer(automatic),13.21976,206.7466,1680.407,3,2,4,4,2,4,4,3
4008,4009,4009,R264112,36c9be4c-82ef-4a79-9b29-6eb2ddaea613,Springfield,MN,Brown,56087,44.24009,-94.97456,2988,Rural,America/Chicago,Social researcher,1.0,22,Master's Degree,Full Time,129473.6,Divorced,Male,Yes,6.557936,13,1,1.0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Mailed Check,21.51433,230.8136,2554.531,3,4,3,4,3,4,4,3
4017,4018,4018,B770701,4022a501-8cd4-47d6-88ad-c2b2bc9d2b51,Elk Grove Village,IL,Cook,60007,42.0076,-87.99298,33420,Suburban,America/Chicago,Radiation protection practitioner,0.0,62,Bachelor's Degree,Student,81116.37,Divorced,Female,No,14.18915,14,1,0.0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Mailed Check,7.235576,158.3833,732.5654,3,2,3,3,2,3,5,3
4030,4031,4031,N132108,67af0b46-0d20-495d-84b6-698621fb799a,Linton,ND,Emmons,58552,46.23898,-100.3011,1668,Urban,America/Chicago,"Education officer, community",1.0,40,Bachelor's Degree,Student,89377.1,Separated,Female,Yes,14.26634,8,2,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Electronic Check,1.115115,170.0859,373.4092,4,4,5,4,3,4,4,4
4032,4033,4033,D299114,ada2d0c7-abec-46bc-8e64-05fabce86f93,Hightstown,NJ,Mercer,8520,40.25527,-74.53163,27093,Rural,America/New_York,Ophthalmologist,2.0,25,Regular High School Diploma,Retired,104452.6,Married,Male,No,16.0966,13,0,0.0,No,One year,No,No,None,Yes,No,Yes,No,Yes,No,No,Yes,No,Bank Transfer(automatic),5.013991,130.2777,952.2686,2,1,4,1,5,1,1,3
4041,4042,4042,Y401866,18712d01-8543-41ee-b435-5d8e0e6c4dee,Shaktoolik,AK,Nome,99771,64.36188,-161.2063,294,Urban,America/Anchorage,Chartered loss adjuster,0.0,55,"Some College, 1 or More Years, No Degree",Full Time,84724.98,Widowed,Female,No,10.74366,10,1,0.0,No,One year,No,Yes,None,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Electronic Check,14.9206,185.7469,3382.424,4,5,3,5,2,5,3,5
4061,4062,4062,L700603,21f809bd-2e83-474e-8f3d-8539e0f29811,Bayside,TX,Refugio,78340,28.12487,-97.21094,440,Urban,America/Chicago,Chiropodist,1.0,53,"Some College, 1 or More Years, No Degree",Full Time,126678.4,Married,Female,No,12.0798,16,3,0.0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Credit Card (automatic),20.25956,194.7626,2159.414,5,5,5,4,3,4,4,4
4071,4072,4072,P628714,9425438d-ea04-45d9-928b-f077cd14ae7e,Princeton,OR,Harney,97721,42.90414,-118.5829,207,Urban,America/Los_Angeles,Insurance account manager,8.0,69,Master's Degree,Full Time,88400.34,Separated,Male,Yes,9.410212,14,1,0.0,No,One year,No,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Electronic Check,1.964781,152.6807,1072.959,4,4,3,4,4,5,4,3
4074,4075,4075,W651542,c6f6c813-95bb-4468-a6b4-8bf83a3e1e6d,Vernonia,OR,Columbia,97064,45.87264,-123.2283,3241,Rural,America/Los_Angeles,"Loss adjuster, chartered",0.0,20,Bachelor's Degree,Full Time,119318.8,Married,Female,No,7.836268,11,1,0.0,No,One year,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Mailed Check,14.87243,174.4207,2163.008,4,3,3,4,1,3,5,4
4077,4078,4078,O888437,5233ef1f-dce9-4bd7-973e-97a9de4c5f6e,Lowman,NY,Chemung,14861,42.08987,-76.68478,1310,Urban,America/New_York,Clinical embryologist,0.0,27,Master's Degree,Full Time,85712.06,Separated,Male,Yes,9.201902,14,0,0.0,Yes,Month-to-month,No,No,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Bank Transfer(automatic),36.19603,217.5045,756.1542,5,4,4,1,4,3,4,4
4083,4084,4084,O236581,d460fdf0-2bc0-43dd-8205-0486e2fedda8,Gonzales,TX,Gonzales,78629,29.47721,-97.45171,12047,Urban,America/Chicago,"Conservation officer, nature",1.0,30,Bachelor's Degree,Full Time,91961.79,Divorced,Female,Yes,8.900154,10,1,0.0,No,Month-to-month,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,Yes,Mailed Check,4.91638,146.1047,1258.921,3,2,3,4,3,2,4,5
4128,4129,4129,A236354,a200267d-96c7-42c1-993b-0836d07c400e,Zenda,WI,Walworth,53195,42.51399,-88.49021,121,Urban,America/Chicago,Government social research officer,0.0,53,Bachelor's Degree,Full Time,102072.0,Married,Female,Yes,9.554055,5,1,0.0,No,One year,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Bank Transfer(automatic),8.894523,214.0035,1717.407,2,3,2,4,4,2,2,2
4138,4139,4139,H553856,7ebe7b28-3427-43c7-bdfd-19f7d51dc7bd,Boissevain,VA,Tazewell,24606,37.28771,-81.39385,170,Suburban,America/New_York,"Designer, television/film set",0.0,77,Bachelor's Degree,Part Time,111143.1,Never Married,Male,Yes,12.83187,14,1,1.0,No,One year,No,No,Fiber Optic,No,Yes,No,No,No,No,Yes,Yes,No,Credit Card (automatic),5.140738,238.3664,904.5619,4,3,5,2,6,2,3,2
